query_id	target_id	target_type	relevance
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_001	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_002	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_003	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_004	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_005	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_006	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_007	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_008	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_009	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_010	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_011	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_012	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_013	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_014	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_015	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_016	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_017	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_018	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_019	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_020	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_021	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_022	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_023	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_024	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_025	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_026	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_027	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_028	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_029	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_030	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_031	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_032	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_033	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_034	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_035	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_036	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_037	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_038	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_039	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_040	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_041	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_042	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_043	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_044	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_045	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_046	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_047	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_048	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_049	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_050	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_051	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_052	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_053	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_054	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_055	clip	3
acctv2:nofilter:0001	aihub_cctv:train:crowd:E04_056	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_064	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_065	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_066	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_067	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_068	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_069	clip	3
acctv2:nofilter:0001	aihub_cctv:val:crowd:E04_070	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_001	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_002	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_004	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_005	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_006	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_007	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_009	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_010	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_011	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_013	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_014	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_015	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_016	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_017	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_018	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_019	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_023	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_024	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_025	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_026	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_027	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_029	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_031	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_032	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_033	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_034	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_035	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_037	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_040	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_041	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_046	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_047	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_048	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_049	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_052	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_053	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_054	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_055	clip	3
acctv2:night:0002	aihub_cctv:train:crowd:E04_056	clip	3
acctv2:night:0002	aihub_cctv:val:crowd:E04_068	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_003	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_008	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_012	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_020	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_021	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_022	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_028	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_030	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_036	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_038	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_039	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_042	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_043	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_044	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_045	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_050	clip	3
acctv2:night:0003	aihub_cctv:train:crowd:E04_051	clip	3
acctv2:night:0003	aihub_cctv:val:crowd:E04_064	clip	3
acctv2:night:0003	aihub_cctv:val:crowd:E04_065	clip	3
acctv2:night:0003	aihub_cctv:val:crowd:E04_066	clip	3
acctv2:night:0003	aihub_cctv:val:crowd:E04_067	clip	3
acctv2:night:0003	aihub_cctv:val:crowd:E04_069	clip	3
acctv2:night:0003	aihub_cctv:val:crowd:E04_070	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_alley:E06_005	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_alley:E06_006	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_alley:E06_009	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_alley:E06_010	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_alley:E06_011	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_intersection:E06_001	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level0_road:E06_002	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_012	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_013	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_014	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_017	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_018	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_019	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_020	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_022	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_023	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_026	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_027	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_028	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_029	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_030	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_031	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_032	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_033	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_048	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_alley:E06_049	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_intersection:E06_004	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_intersection:E06_021	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_other:E06_034	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_other:E06_056	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_003	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_015	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_016	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_024	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_025	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_046	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level1_road:E06_047	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_035	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_036	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_037	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_038	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_039	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_040	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_041	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_042	clip	3
acctv2:nofilter:0004	aihub_cctv:train:flood_level2_alley:E06_043	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level0_road:E06_007	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level1_alley:E06_055	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level1_alley:E06_059	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level1_intersection:E06_052	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level1_other:E06_058	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level1_road:E06_053	clip	3
acctv2:nofilter:0004	aihub_cctv:val:flood_level2_alley:E06_060	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_012	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_013	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_014	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_017	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_018	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_019	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_020	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_022	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_023	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_026	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_027	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_048	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_alley:E06_049	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_intersection:E06_021	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_other:E06_056	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_road:E06_024	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_road:E06_025	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_road:E06_046	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level1_road:E06_047	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level2_alley:E06_035	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level2_alley:E06_036	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level2_alley:E06_037	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level2_alley:E06_038	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level2_alley:E06_039	clip	3
acctv2:night:0005	aihub_cctv:train:flood_level2_alley:E06_040	clip	3
